PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
3424, 503552822, 1.9950050115585327, 10.252645492553711, 42.392452239990234, -1.748824119567871, 0.5120075345039368, 9.898232460021973, 4.884903430938721, -3.2942209243774414, -3.6786909103393555, 0.541015625, 0.494384765625, -0.567626953125, 
3425, 503561155, 2.028593063354492, 10.263009071350098, 42.3585205078125, -1.8731886148452759, 0.3189969062805176, 9.93270206451416, 4.499408721923828, -3.161360025405884, -3.9454119205474854, 0.5458984375, 0.49462890625, -0.567626953125, 
3426, 503569488, 2.0602335929870605, 10.258536338806152, 42.322906494140625, -1.7958333492279053, 0.3444061875343323, 9.773306846618652, 4.282943248748779, -3.76424241065979, -3.925535202026367, 0.54345703125, 0.49658203125, -0.566162109375, 
3427, 503577821, 2.0899226665496826, 10.263833999633789, 42.28055953979492, -1.6554934978485107, 0.5201719999313354, 9.779544830322266, 4.2131452560424805, -3.8030736446380615, -4.909455299377441, 0.54345703125, 0.498046875, -0.564208984375, 
3428, 503586154, 2.1196067333221436, 10.269267082214355, 42.227027893066406, -1.709488034248352, 0.4517520070075989, 9.803638458251953, 4.432582855224609, -2.658834934234619, -6.081742763519287, 0.541015625, 0.495849609375, -0.567138671875, 
3429, 503594487, 2.1522581577301025, 10.28283977508545, 42.17167663574219, -1.7931809425354004, 0.30295509099960327, 9.83971118927002, 4.846942901611328, -2.864362955093384, -6.480273246765137, 0.5439453125, 0.497314453125, -0.569580078125, 
3430, 503602820, 2.188770294189453, 10.28095817565918, 42.11139678955078, -1.797771692276001, 0.3474544286727905, 9.882332801818848, 5.3982391357421875, -3.5736730098724365, -6.844970226287842, 0.54443359375, 0.49755859375, -0.568115234375, 
3431, 503611153, 2.2284059524536133, 10.281013488769531, 42.05131912231445, -1.8526040315628052, 0.33446452021598816, 9.900754928588867, 5.791571140289307, -4.506799221038818, -6.97619104385376, 0.54296875, 0.497802734375, -0.569091796875, 
3432, 503619486, 2.270538806915283, 10.260520935058594, 41.99302291870117, -1.9615527391433716, 0.29472243785858154, 9.95979118347168, 6.028400897979736, -5.806082248687744, -6.523716449737549, 0.54443359375, 0.49755859375, -0.570068359375, 
3433, 503627819, 2.315737009048462, 10.232975959777832, 41.9462776184082, -2.0370213985443115, 0.15830926597118378, 9.940568923950195, 6.172506332397461, -7.75619649887085, -5.265083312988281, 0.5380859375, 0.497314453125, -0.567626953125, 
3434, 503636152, 2.363971710205078, 10.1747465133667, 41.911163330078125, -1.9098819494247437, 0.16114652156829834, 9.92396354675293, 6.259645462036133, -10.229635238647461, -3.6007981300354004, 0.54248046875, 0.494384765625, -0.571533203125, 
3435, 503644485, 2.4090828895568848, 10.126419067382812, 41.88711929321289, -1.762540578842163, 0.4720226526260376, 9.852109909057617, 5.6759490966796875, -10.141753196716309, -2.4739513397216797, 0.5400390625, 0.494873046875, -0.571533203125, 
3436, 503652818, 2.4443182945251465, 10.092576026916504, 41.85857391357422, -1.5553545951843262, 0.5562846064567566, 9.826541900634766, 4.553942680358887, -7.279105186462402, -2.9389777183532715, 0.538330078125, 0.493896484375, -0.573974609375, 
3437, 503661151, 2.468580484390259, 10.087992668151855, 41.82964324951172, -1.5763499736785889, 0.5294082760810852, 9.735088348388672, 3.2750744819641113, -4.918368339538574, -3.266660213470459, 0.5390625, 0.494873046875, -0.572021484375, 
3438, 503669484, 2.484675884246826, 10.095717430114746, 41.79086685180664, -1.5755258798599243, 0.608391523361206, 9.735389709472656, 2.4723756313323975, -2.3506951332092285, -4.35741662979126, 0.54052734375, 0.494384765625, -0.571044921875, 
3439, 503677817, 2.494162082672119, 10.133658409118652, 41.74222183227539, -1.6559311151504517, 0.5714713335037231, 9.76712703704834, 1.9170849323272705, 0.08817701786756516, -5.815046787261963, 0.5361328125, 0.493896484375, -0.572021484375, 
3440, 503686150, 2.5016708374023438, 10.174539566040039, 41.683475494384766, -1.7353289127349854, 0.45831820368766785, 9.811578750610352, 1.8698264360427856, 1.5190907716751099, -6.888795375823975, 0.53759765625, 0.492919921875, -0.571044921875, 
3441, 503694483, 2.51145076751709, 10.232975959777832, 41.621646881103516, -1.9190562963485718, 0.3493005037307739, 9.818681716918945, 2.2430765628814697, 2.48454213142395, -7.475309371948242, 0.539306640625, 0.497802734375, -0.572998046875, 
3442, 503702816, 2.528712511062622, 10.281351089477539, 41.56220626831055, -1.9607425928115845, 0.3014686107635498, 9.825250625610352, 3.06765079498291, 2.411670446395874, -7.009157180786133, 0.5400390625, 0.492919921875, -0.571533203125, 
3443, 503711149, 2.5520968437194824, 10.335729598999023, 41.51885223388672, -1.879363775253296, 0.3523176312446594, 9.874954223632812, 3.494844436645508, 2.0965893268585205, -5.277096271514893, 0.541015625, 0.492919921875, -0.572509765625, 
3444, 503719482, 2.5813634395599365, 10.378199577331543, 41.491634368896484, -1.778687596321106, 0.32543766498565674, 9.87067699432373, 3.823834180831909, 1.8683406114578247, -3.1804428100585938, 0.53955078125, 0.494384765625, -0.571044921875, 
3445, 503727815, 2.6098201274871826, 10.423070907592773, 41.49529266357422, -1.7147539854049683, 0.1160777285695076, 9.884885787963867, 3.0963382720947266, 1.2084667682647705, 0.3166816234588623, 0.54248046875, 0.493408203125, -0.570556640625, 
3446, 503736148, 2.636413097381592, 10.450963973999023, 41.52486038208008, -1.5523782968521118, 0.2545633912086487, 9.7908353805542, 2.2726871967315674, 0.4240565001964569, 3.59210205078125, 0.54052734375, 0.492919921875, -0.571533203125, 
3447, 503744481, 2.6591947078704834, 10.49079704284668, 41.56254196166992, -1.7893002033233643, 0.5425424575805664, 9.82150650024414, 1.6740567684173584, 0.7991514205932617, 4.354433059692383, 0.5380859375, 0.493896484375, -0.572509765625, 
3448, 503752814, 2.6731910705566406, 10.526844024658203, 41.58841323852539, -1.6303588151931763, 0.6485913395881653, 9.782148361206055, 0.8395705223083496, 1.3833608627319336, 3.1064302921295166, 0.54052734375, 0.493896484375, -0.572998046875, 
3449, 503761147, 2.681283950805664, 10.594573020935059, 41.608489990234375, -1.6296329498291016, 0.5321388840675354, 9.743964195251465, 0.29055508971214294, 4.057077407836914, 2.12325382232666, 0.5400390625, 0.491943359375, -0.570068359375, 
3450, 503769480, 2.6846814155578613, 10.672257423400879, 41.62366485595703, -1.7282487154006958, 0.5798548460006714, 9.798629760742188, -0.2043759673833847, 6.316252708435059, 1.6102004051208496, 0.54443359375, 0.490966796875, -0.570068359375, 
3451, 503777813, 2.6849966049194336, 10.778139114379883, 41.633724212646484, -1.702393651008606, 0.5456519722938538, 9.790377616882324, -0.4255293309688568, 8.585700035095215, 0.7247931957244873, 0.5400390625, 0.491455078125, -0.571533203125, 
3452, 503786146, 2.6899662017822266, 10.894393920898438, 41.639808654785156, -1.7928234338760376, 0.4992327392101288, 9.779451370239258, 0.18341076374053955, 10.888805389404297, 0.3211897611618042, 0.54443359375, 0.492431640625, -0.572021484375, 
3453, 503794479, 2.7049038410186768, 11.03363037109375, 41.65038299560547, -1.9183685779571533, 0.43230971693992615, 9.832213401794434, 1.310078740119934, 12.597403526306152, 0.5930849313735962, 0.54638671875, 0.4921875, -0.569580078125, 
3454, 503802812, 2.730520486831665, 11.174381256103516, 41.66697692871094, -1.9503897428512573, 0.3836239278316498, 9.907933235168457, 2.415640354156494, 13.882802963256836, 1.4100254774093628, 0.54931640625, 0.4931640625, -0.568603515625, 
3455, 503811145, 2.764819622039795, 11.334148406982422, 41.69976806640625, -2.0260965824127197, 0.2912057340145111, 9.931268692016602, 3.1062519550323486, 15.19112777709961, 3.072697162628174, 0.55126953125, 0.490234375, -0.569580078125, 
3456, 503819478, 2.802757501602173, 11.489248275756836, 41.7474479675293, -1.992682695388794, 0.30820053815841675, 9.953409194946289, 3.146824359893799, 15.782687187194824, 4.9555487632751465, 0.55078125, 0.49462890625, -0.566650390625, 
3457, 503827811, 2.8405632972717285, 11.653959274291992, 41.79767608642578, -1.8559054136276245, 0.6087517142295837, 9.865900039672852, 3.0864007472991943, 15.894547462463379, 5.066740036010742, 0.55517578125, 0.4921875, -0.565185546875, 
3458, 503836144, 2.875127077102661, 11.819219589233398, 41.82655334472656, -1.7314420938491821, 0.6312328577041626, 9.702335357666016, 3.1682381629943848, 16.89570426940918, 2.656798839569092, 0.55859375, 0.48828125, -0.57080078125, 
3459, 503844477, 2.909572124481201, 12.001639366149902, 41.828514099121094, -1.7241854667663574, 0.6514995694160461, 9.692492485046387, 3.8435840606689453, 17.74538230895996, -0.7309536337852478, 0.5595703125, 0.48779296875, -0.567626953125, 
3460, 503852810, 2.943657398223877, 12.188082695007324, 41.810020446777344, -1.8677752017974854, 0.49202200770378113, 9.704924583435059, 4.281638145446777, 19.15211296081543, -3.0518343448638916, 0.55859375, 0.4892578125, -0.566650390625, 
3461, 503861143, 2.975325584411621, 12.397504806518555, 41.7830810546875, -1.8622381687164307, 0.41801154613494873, 9.788000106811523, 4.246649742126465, 20.818323135375977, -4.308443546295166, 0.5625, 0.489501953125, -0.564697265625, 
3462, 503869476, 3.002255916595459, 12.62158489227295, 41.740699768066406, -1.7336901426315308, 0.36153072118759155, 9.800439834594727, 4.058180332183838, 23.5126895904541, -6.102108001708984, 0.56201171875, 0.490478515625, -0.565185546875, 
3463, 503877809, 3.023301124572754, 12.886139869689941, 41.67789840698242, -1.7565560340881348, 0.2129146009683609, 9.772416114807129, 3.9518063068389893, 27.21068000793457, -8.862711906433105, 0.56689453125, 0.488037109375, -0.56591796875, 
3464, 503886142, 3.0365610122680664, 13.19412612915039, 41.583255767822266, -1.564254879951477, 0.13077303767204285, 9.784850120544434, 3.878448247909546, 33.24128341674805, -12.744402885437012, 0.5693359375, 0.487548828125, -0.56298828125, 
3465, 503894475, 3.0285351276397705, 13.587661743164062, 41.46003723144531, -1.2900410890579224, 0.27922022342681885, 9.82804012298584, 2.230504274368286, 42.3062744140625, -16.70952606201172, 0.57421875, 0.48974609375, -0.56103515625, 
